index,typeIndex,typeName,ownerCandidate,x,y,nativeX,movesUsed,hpLost,workProgress,commodity,orders,orderName,civ2State,freecivActivity,homeCityIndex,homeCityName,gotoX,gotoY,links,flagBytes,movedCandidate,veteranCandidate,starCandidate
409,28,"Bomber",3,50,54,25,0,255,255,164,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
410,10,"Alpine Troops",3,50,50,25,0,255,255,152,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
411,10,"Alpine Troops",3,52,52,26,0,255,255,255,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
412,38,"Cruiser",6,3,31,1,0,255,255,255,24,"Unknown (24)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
413,1,"Engineers",3,52,58,26,0,255,255,57,21,"Unknown (21)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
414,27,"Fighter",1,76,34,38,0,255,255,157,26,"Unknown (26)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
415,37,"Destroyer",6,13,25,6,0,255,255,130,63,"Unknown (63)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
416,38,"Cruiser",6,32,30,16,0,255,255,255,22,"Unknown (22)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
417,11,"Riflemen",6,80,94,40,128,255,255,255,18,"Unknown (18)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
418,37,"Destroyer",6,57,99,28,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
419,38,"Cruiser",6,77,105,38,0,255,255,255,255,"None","Idle","Idle",,"",,,"","00 ff 00",false,true,false
420,11,"Riflemen",6,69,95,34,0,255,255,255,55,"Unknown (55)","Idle","Idle",,"",,,"","00 ff 00",false,true,false
